model,full_name,layer,energy,smoothness_index,spectral_entropy,hfer,fiedler_value
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,0,140.1773223876953,0.3353153573530725,1.7141135931015015,0.05798879265785217,0.5383989214897156
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,1,254.04464721679688,0.2388145906910983,1.576162576675415,0.06827263534069061,0.18470197916030884
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,2,3413132.25,0.5058390430068054,1.651639461517334,0.000774973479565233,0.37240898609161377
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,3,5480679.5,0.8119433766375371,0.6979233622550964,0.4951782524585724,0.9121437072753906
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,4,17674558.0,0.8131154874610086,0.6976199150085449,0.4961355924606323,0.9174256324768066
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,5,17599072.0,0.8091704443738631,0.6972893476486206,0.49617859721183777,0.9041144847869873
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,6,17478802.0,0.8020399457952697,0.7025583982467651,0.49936962127685547,0.8896863460540771
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,7,21193252.0,0.7980135786836626,0.701324462890625,0.49957868456840515,0.8363602161407471
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,8,20960296.0,0.7890375917647924,0.7048476934432983,0.5013065338134766,0.8300573825836182
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,9,20750616.0,0.7808878058223374,0.7108062505722046,0.5038609504699707,0.7869751453399658
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,10,20697636.0,0.7790470962539439,0.706184983253479,0.4984250068664551,0.822023868560791
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,11,20600876.0,0.776233757905096,0.7065451145172119,0.4986710846424103,0.8096566200256348
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,12,20486558.0,0.7724039492496997,0.7062979936599731,0.4981313943862915,0.834644079208374
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,13,21068356.0,0.7722341998523587,0.7041126489639282,0.4929094910621643,0.8469736576080322
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,14,20688820.0,0.7596894385762116,0.7144269943237305,0.5021936297416687,0.778255820274353
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,15,20673808.0,0.7598270133397667,0.7129052877426147,0.496338814496994,0.7804110050201416
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,16,20521178.0,0.7540996486214953,0.7130428552627563,0.4963829815387726,0.7894361019134521
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,17,20592492.0,0.7565276504396734,0.7159615755081177,0.48979851603507996,0.7813637256622314
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,18,20452116.0,0.750579170643346,0.7224057912826538,0.4924696683883667,0.7959442138671875
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,19,20662870.0,0.7488398038094778,0.7207896709442139,0.49007493257522583,0.8075289726257324
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,20,20656888.0,0.7469568313960636,0.7286275625228882,0.4816471338272095,0.8423044681549072
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,21,20610060.0,0.7428033699604127,0.7435899972915649,0.4798171818256378,0.7947657108306885
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,22,20774106.0,0.7449929478138223,0.7534937858581543,0.47509050369262695,0.7503008842468262
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,23,20873124.0,0.7432093049124017,0.7659668922424316,0.47138941287994385,0.8261456489562988
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,24,20918164.0,0.7356780075359454,0.7966044545173645,0.4753290116786957,0.7760534286499023
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,25,21296620.0,0.739416267017606,0.8230249881744385,0.4677439033985138,0.74888014793396
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,26,21626528.0,0.7378690782129633,0.8544406890869141,0.46369773149490356,0.7674932479858398
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,27,21911578.0,0.7404137016207776,0.8866325616836548,0.4599643051624298,0.7608342170715332
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,28,22072344.0,0.7374432793610243,0.928358256816864,0.46211007237434387,0.7013912200927734
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,29,3085900.5,0.604952912718712,1.6572422981262207,0.32022783160209656,0.74991774559021
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,30,3501104.25,0.5705386663285797,1.7042734622955322,0.29018691182136536,0.7580358982086182
phi-3-mini,microsoft/Phi-3-mini-4k-instruct,31,18909.388671875,0.3343445923834854,1.6760151386260986,0.20902171730995178,0.5741921663284302
llama-3.2-1b,meta-llama/Llama-3.2-1B,0,1091.1943359375,0.800771831379568,0.8350409269332886,0.5127665996551514,0.7598894834518433
llama-3.2-1b,meta-llama/Llama-3.2-1B,1,147720.0,0.8352658374039019,0.6999338269233704,0.5120569467544556,0.818336009979248
llama-3.2-1b,meta-llama/Llama-3.2-1B,2,149434.796875,0.8427875765012756,0.7034430503845215,0.504409909248352,0.887235164642334
llama-3.2-1b,meta-llama/Llama-3.2-1B,3,145884.828125,0.8204456646023338,0.7190289497375488,0.5219394564628601,0.8006696701049805
llama-3.2-1b,meta-llama/Llama-3.2-1B,4,147465.875,0.8259870860641412,0.7060661911964417,0.5215892195701599,0.7655394077301025
llama-3.2-1b,meta-llama/Llama-3.2-1B,5,147759.78125,0.8239594976131501,0.7069580554962158,0.5232660174369812,0.8259420394897461
llama-3.2-1b,meta-llama/Llama-3.2-1B,6,146542.25,0.8130704308186912,0.7135821580886841,0.5316265821456909,0.7371425628662109
llama-3.2-1b,meta-llama/Llama-3.2-1B,7,148673.421875,0.8208452141857485,0.7103762626647949,0.5223571062088013,0.8222229480743408
llama-3.2-1b,meta-llama/Llama-3.2-1B,8,147013.96875,0.808652689855467,0.7163652181625366,0.5262241959571838,0.7142882347106934
llama-3.2-1b,meta-llama/Llama-3.2-1B,9,145531.421875,0.7962146083922151,0.7200846076011658,0.5325031280517578,0.6507394313812256
